Crime,Datetime,Description,Location_x,Neighborhood_x,Suspect Actions,Weapon,Number,@Photos,norm_date,Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location_y,Location 1,Longitude,Mo Codes,Neighborhood_y,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
Vandalism,8 p.m. July 23,"The suspect sprayed graffiti on the sidewalk, causing $400 worth of damage or more. ","3400 block of Sawtelle Blvd., Los Angeles",Mar Vista,,No weapon used ,176.0,HC-176.png,2019-07-23,191416742.0,,Pacific,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-23T00:00:00.000-07:00,2019-07-24T00:00:00.000-07:00,34.0176,3400 SAWTELLE BL,0101000020E61000006C787AA52C9B5DC06E3480B740024140,-118.4246,0903 0311 0329,mar-vista,67.0,102.0,SIDEWALK,1436.0,IC ,Invest Cont,2000.0,271901.0,0.0,X,X,,,90066.0
Vandalism,9 a.m. July 24 ,"The suspect vandalized a single family dwelling, causing $400 worth of damage or more. The victim was a 61-year-old black female transgender victim, who was targeted because of her ""Race/Ancestry/Ethnicity."" The suspect and the victim were neighbors. The crime was reported as a hate crime with an ""Anti-Transgender bias."" ","10100 block of South Hoover St., Los Angeles ",Vermont Vista,,Unknown weapon ,177.0,HC-177.png,2019-07-24,191816478.0,,Southeast,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-24T00:00:00.000-07:00,2019-07-24T00:00:00.000-07:00,33.9446,10100 S HOOVER ST,0101000020E61000003C4ED1915C925DC09BE61DA7E8F84040,-118.2869,2055 1510 0603 1202 0329 0903 1239,vermont-vista,87.0,501.0,SINGLE FAMILY DWELLING,1821.0,AA ,Adult Arrest,900.0,240402.0,61.0,B,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90044.0
Aggravated assault ,11 p.m. July 26,"The suspect hit the 38-year-old Hispanic female victim at a single family dwelling. The victim was targeted because of their ""gender-nonconformity."" The suspect and the victim were neighbors. ","1400 block of East 108th St., Los Angeles ",Watts,,Unknown weapon ,180.0,HC-180.png,2019-07-26,191800705.0,,Southeast,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-26T00:00:00.000-07:00,2019-07-27T00:00:00.000-07:00,33.9378,1400 E 108TH ST,0101000020E61000004ED1915CFE8F5DC02B1895D409F84040,-118.2499,0361 2058 1538 0903 0416,watts,88.0,501.0,SINGLE FAMILY DWELLING,1836.0,IC ,Invest Cont,2300.0,242000.0,38.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90059.0
Battery -- simple assault,4 p.m. July 28,The suspect hit the 73-year-old black male victim at a single-family dwelling while using racial slurs and hate-related language. ,"5100 block of Arlington Blvd., Los Angeles",Hyde Park,,Strong arm,181.0,HC-181.png,2019-07-28,190317674.0,,Southwest,624.0,624.0,930.0,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,33.9963,5100 ARLINGTON AV,0101000020E6100000956588635D945DC09D8026C286FF4040,-118.3182,1810 1202 0416 0446 0421 0429 0903 0319 2036,hyde-park,80.0,501.0,SINGLE FAMILY DWELLING,392.0,AA ,Adult Arrest,1600.0,234501.0,63.0,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90043.0
Battery -- simple assault,4 p.m. July 28,The suspect hit the 73-year-old black male victim at a single-family dwelling while using racial slurs and hate-related language. ,"5100 block of Arlington Blvd., Los Angeles",Hyde Park,,Strong arm,181.0,HC-181.png,2019-07-28,190317676.0,,Southwest,624.0,624.0,,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,33.9963,5100 ARLINGTON AV,0101000020E6100000956588635D945DC09D8026C286FF4040,-118.3182,0903 2035 2036 1810 1202 0416,hyde-park,80.0,501.0,SINGLE FAMILY DWELLING,392.0,AA ,Adult Arrest,1600.0,234501.0,73.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90043.0
Battery -- simple assault,4 p.m. July 28,"The suspect swung their fist at the 63-year-old white male victim while using profanities and racial slurs, knocking the victim to the ground. The suspect and victim were roommates.","5100 block of Arlington Blvd., Los Angeles ",Hyde Park,,Strong arm,182.0,HC-182.png,2019-07-28,190317674.0,,Southwest,624.0,624.0,930.0,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,33.9963,5100 ARLINGTON AV,0101000020E6100000956588635D945DC09D8026C286FF4040,-118.3182,1810 1202 0416 0446 0421 0429 0903 0319 2036,hyde-park,80.0,501.0,SINGLE FAMILY DWELLING,392.0,AA ,Adult Arrest,1600.0,234501.0,63.0,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90043.0
Battery -- simple assault,4 p.m. July 28,"The suspect swung their fist at the 63-year-old white male victim while using profanities and racial slurs, knocking the victim to the ground. The suspect and victim were roommates.","5100 block of Arlington Blvd., Los Angeles ",Hyde Park,,Strong arm,182.0,HC-182.png,2019-07-28,190317676.0,,Southwest,624.0,624.0,,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,33.9963,5100 ARLINGTON AV,0101000020E6100000956588635D945DC09D8026C286FF4040,-118.3182,0903 2035 2036 1810 1202 0416,hyde-park,80.0,501.0,SINGLE FAMILY DWELLING,392.0,AA ,Adult Arrest,1600.0,234501.0,73.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90043.0
Vandalism,6 p.m. July 28,"The suspect vandalized the single-family dwelling of the 28-year-old white male victim, causing $399 worth of damage or less. ","12100 block of Edgecliff Ave., Los Angeles",Sylmar ,,No weapon used ,183.0,HC-183.png,2019-07-28,191914102.0,,Mission,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,34.2905,12100 EDGECLIFF AV,0101000020E610000068226C787A9D5DC077BE9F1A2F254140,-118.4606,0329 2053 1528 0903,sylmar,5.0,501.0,SINGLE FAMILY DWELLING,1924.0,IC ,Invest Cont,1800.0,106649.0,28.0,W,M,,,91342.0
Battery -- simple assault,10:30 a.m. July 28,"The suspect attacked the 23-year-old Hispanic male victim, knocking him to the ground. The suspect used racial slurs and hate-related language. The suspect and the victim were both living at a short-term rental living space. ","600 block of North Oxford Ave., Los Angeles",East Hollywood,,Strong arm,184.0,HC-184.png,2019-07-28,192000776.0,,Olympic,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,34.0817,600 N OXFORD AV,0101000020E6100000C1CAA145B6935DC0A60A4625750A4140,-118.30799999999999,0903 0416 0429 0444 0448 2035 2036 2042 2044,east-hollywood,55.0,519.0,SHORT-TERM VACATION RENTAL,2004.0,IC ,Invest Cont,1030.0,192510.0,23.0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90004.0
Vandalism,5:30 a.m. August 2,"The suspect vandalized a construction site, causing $400 worth of damage or more. ","3600 block of Wilshire Blvd., Los Angeles",Koreatown,,No weapon used,186.0,HC-186.png,2019-08-02,192000786.0,,Olympic,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-08-02T00:00:00.000-07:00,2019-08-07T00:00:00.000-07:00,34.0636,3600 WILSHIRE BL,0101000020E6100000D6C56D3480935DC04703780B24084140,-118.3047,0329 0903,koreatown,55.0,118.0,CONSTRUCTION SITE,2024.0,IC ,Invest Cont,530.0,211802.0,0.0,X,X,,,90020.0
Criminal threats,10:30 a.m. August 3,"The suspect threatened to kill the 48-year-old white female security guard while using profanities and hate-related language. The suspect was in a wheelchair. The victim was on duty and she was targeted because of her race, ethnicity or ancestry. The crime was also classified as a hate crime with an ""anti-White"" bias. ","3700 block of S. La Brea Ave., Los Angeles",Baldwin Hills,,Verbal threat,189.0,HC-189.png,2019-08-03,190318066.0,,Southwest,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-03T00:00:00.000-07:00,2019-08-03T00:00:00.000-07:00,34.0199,3700 S LA BREA AV,0101000020E6100000499D8026C2965DC05F984C158C024140,-118.3556,0903 1309 0421 1266 0917 2005 0319 1520 2055 2036,baldwin-hillscrenshaw,79.0,102.0,SIDEWALK,361.0,IC ,Invest Cont,1030.0,236000.0,48.0,W,F,VERBAL THREAT,511.0,90016.0
Vandalism,9 a.m. August 7,"The suspect sprayed graffiti at a local business, causing $399 worth of damage or less. The victim was a 60-year-old white woman. ","300 block of Sunset Ave., Venice",Venice,,No weapon used ,190.0,HC-190.png,2019-08-07,191417981.0,,Pacific,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-08-07T00:00:00.000-07:00,2019-08-12T00:00:00.000-07:00,33.995,300 SUNSET AV,0101000020E61000002D211FF46C9E5DC08FC2F5285CFF4040,-118.4754,0329 0903 0311,venice,68.0,203.0,OTHER BUSINESS,1413.0,IC ,Invest Cont,900.0,273300.0,60.0,W,F,,,90291.0
Aggravated assault,12:25 p.m. August 7,"The suspect spat at the 29-year-old Hispanic female student victim, who was targeted because of her gender. The suspect wore a hoodie and made gang-related statements. The crime was classified as a gang-related crime as well a hate crime with an ""Anti-Hispanic or Latino"" bias.","8600 block of Orchard Blvd., Los Angeles",Vermont Knolls,,Unknown weapon,191.0,HC-191.png,2019-08-07,191817353.0,,Southeast,235.0,235.0,,,,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,,2019-08-07T00:00:00.000-07:00,2019-08-07T00:00:00.000-07:00,33.9601,8600 ORCHARD AV,0101000020E6100000917EFB3A70925DC0DE718A8EE4FA4040,-118.2881,0906 1516 0342 0416 1257 0216 0903 2056,vermont-knolls,87.0,101.0,STREET,1801.0,IC ,Invest Cont,1225.0,238320.0,2.0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90044.0
Aggravated assault,12:25 p.m. August 7,"The suspect spat at the 29-year-old Hispanic female student victim, who was targeted because of her gender. The suspect wore a hoodie and made gang-related statements. The crime was classified as a gang-related crime as well a hate crime with an ""Anti-Hispanic or Latino"" bias.","8600 block of Orchard Blvd., Los Angeles",Vermont Knolls,,Unknown weapon,191.0,HC-191.png,2019-08-07,191817352.0,,Southeast,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-07T00:00:00.000-07:00,2019-08-07T00:00:00.000-07:00,33.9601,8600 ORCHARD AV,0101000020E6100000917EFB3A70925DC0DE718A8EE4FA4040,-118.2881,0903 2056 0906 0371 0216 0416 0443 1251 0356 1516,vermont-knolls,87.0,101.0,STREET,1801.0,IC ,Invest Cont,1225.0,238320.0,29.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90044.0
Vandalism,9 p.m. August 8 ,"While using profanities, the suspect smashed and broke the windows of property. The victim was a 33-year-old black male victim, who was targeted due to his gender. The suspect's vandalism cause more than $400 worth of damage. The crime was classified as a hate crime with an ""Anti-Black or African American bias.""","1600 block of S. Hayworth Ave., Los Angeles",Mid-city,,No weapon used ,193.0,HC-193.png,2019-08-08,190715019.0,,Wilshire,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-08-08T00:00:00.000-07:00,2019-08-11T00:00:00.000-07:00,34.0478,1600 S HAYWORTH AV,0101000020E61000008F53742497975DC0D95F764F1E064140,-118.3686,0903 0329 1300 1307 1609 0319 2056 1514,mid-city,60.0,101.0,STREET,762.0,IC ,Invest Cont,2100.0,216700.0,33.0,B,M,,,90035.0
Vandalism,2 p.m. August 10,"The suspect sprayed graffiti on a local store, causing $399 worth of damage or less. ","14700 block of Pacific Coast Highway, Los Angeles",Pacific Palisades,,No weapon used ,195.0,HC-195.png,2019-08-10,190814000.0,,West LA,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-08-10T00:00:00.000-07:00,2019-08-11T00:00:00.000-07:00,34.043,14700 PACIFIC COAST HY,0101000020E61000002A3A92CB7FA05DC02FDD240681054140,-118.5078,0329 0311 0903,pacific-palisades,,203.0,OTHER BUSINESS,824.0,IC ,Invest Cont,1400.0,262802.0,0.0,X,X,,,90272.0
Vandalism,5 p.m. August 10,"The suspect vandalized a local synagogue, causing $399 worth of damage or less. There were also hate crime materials or printouts or emails involved. ","200 block of S. Main St., Los Angeles ",Venice,,No weapon used,196.0,HC-196.png,2019-08-10,191418021.0,,Pacific,745.0,745.0,946.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-08-10T00:00:00.000-07:00,2019-08-13T00:00:00.000-07:00,33.9975,200 MAIN ST,0101000020E61000002DB29DEFA79E5DC048E17A14AEFF4040,-118.479,0903 1907 2202,venice,68.0,730.0,SYNAGOGUE/TEMPLE,1412.0,IC ,Invest Cont,1700.0,273402.0,0.0,X,X,,,90291.0
Brandish a weapon,9:30 p.m. August 11,"The suspect, who was homeless or transient, followed the 46-year-old black female victim, who was targeted based on her race/ethnicity/ancestry. The suspect intimidated her with a weapon while using racial slurs and profanities. The crime was also classified as a hate crime with an ""Anti-Black or African American"" bias.","12000 block of Wilshire Blvd., Los Angeles",Brentwood ,,Unknown cutting instrument,198.0,HC-198.png,2019-08-11,190814015.0,,West LA,761.0,761.0,,,,BRANDISH WEAPON,,2019-08-11T00:00:00.000-07:00,2019-08-11T00:00:00.000-07:00,34.0473,12000 WILSHIRE BL,0101000020E6100000E6AE25E4839E5DC0E78C28ED0D064140,-118.4768,2055 1514 0903 1822 0340 2004 2035 0334 0432 0319,brentwood,,203.0,OTHER BUSINESS,831.0,AA ,Adult Arrest,2130.0,264302.0,46.0,B,F,UNKNOWN TYPE CUTTING INSTRUMENT,223.0,90049.0
Aggravated assault,11 p.m. August 11,"The suspect, who was homeless or transient, stabbed the 33-year-old Hispanic male victim while using profanities and hate-related language. The victim, who was targeted based on his sexual orientation, did not know the suspect prior to the crime. The crime was also classified as a hate crime with an ""Anti-Gay (Male) bias."" ","11700 block of Wilshire Blvd., Los Angeles",Brentwood ,,Knife with a blade six inches or less in length ,199.0,HC-199.png,2019-08-11,190814040.0,,West LA,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-11T00:00:00.000-07:00,2019-08-12T00:00:00.000-07:00,34.0495,11700 WILSHIRE BL,0101000020E61000007DAEB6627F9D5DC07593180456064140,-118.4609,2054 1536 2004 2036 0903 0411 1822 0319,brentwood,,102.0,SIDEWALK,842.0,AA ,Adult Arrest,2300.0,264301.0,33.0,H,M,KNIFE WITH BLADE 6INCHES OR LESS,200.0,90025.0
Aggravated assault,2 p.m. August 12,"The suspect hit, bit and pepper sprayed the 43-year-old white male victim, who was targeted because of his race/ethnicity/ancestry. He did not know the suspect prior to the crime. ","500 block of W. Temple St., Los Angeles",Downtown,,Pepper spray,200.0,HC-200.png,2019-08-12,190120659.0,,Central,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-12T00:00:00.000-07:00,2019-08-12T00:00:00.000-07:00,34.0573,500 W TEMPLE ST,0101000020E6100000C1CAA145B68F5DC0C8073D9B55074140,-118.2455,0401 0431 0416 1402 0903 2055 1520 1822,downtown,52.0,101.0,STREET,122.0,AA ,Adult Arrest,1400.0,207400.0,43.0,W,M,MACE/PEPPER SPRAY,512.0,90012.0
Vandalism,10:11 a.m. August 13,"The suspect vandalized a local business, causing $399 worth of damage or less. ","2800 block of Rowena Ave., Los Angeles",Silver Lake,,Unknown weapon ,201.0,HC-201.png,2019-08-13,191115010.0,,Northeast,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-08-13T00:00:00.000-07:00,2019-08-13T00:00:00.000-07:00,34.1076,2800 ROWENA AV,0101000020E610000062A1D634EF905DC0598638D6C50D4140,-118.2646,0329 0903,silver-lake,38.0,203.0,OTHER BUSINESS,1144.0,IC ,Invest Cont,1011.0,188201.0,0.0,X,X,UNKNOWN WEAPON/OTHER WEAPON,500.0,90039.0
Aggravated assault,8:10 p.m. August 16,"The suspect, who was in a vehicle, aimed their gun at the 40-year-old male victim while using profanities and racial slurs. The suspect was targeted based on his gender. The crime was also classified as a hate crime with an ""Anti Black or African American"" bias.","11400 block of Emelita St., Los Angeles",North Hollywood,,Other firearm,202.0,HC-202.png,2019-08-16,191515794.0,,N Hollywood,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-16T00:00:00.000-07:00,2019-08-16T00:00:00.000-07:00,34.1767,11400 EMELITA ST,0101000020E6100000C74B378941985DC0029A081B9E164140,-118.37899999999999,0302 0903 2035 1309 0319 0334 2056 1514 1822 0432,north-hollywood,24.0,101.0,STREET,1535.0,IC ,Invest Cont,2010.0,124203.0,40.0,B,M,OTHER FIREARM,107.0,91601.0
Battery -- simple assault,12:01 a.m. August 24,"The suspect hit the 31-year-old black male victim, who was targeted because of his gender. The crime was also classified as a hate crime with an ""Anti-Black or African American"" bias.","6300 block of W. 3rd St., Los Angeles",Fairfax,,Strong arm,209.0,HC-209.png,2019-08-24,190700876.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,34.0712,6300 W 3RD ST,0101000020E6100000E5D022DBF9965DC0D3BCE3141D094140,-118.359,0903 0400 2056 1514,fairfax,58.0,203.0,OTHER BUSINESS,734.0,IC ,Invest Cont,1.0,214501.0,34.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90036.0
Battery -- simple assault,12:01 a.m. August 24,"The suspect hit the 31-year-old black male victim, who was targeted because of his gender. The crime was also classified as a hate crime with an ""Anti-Black or African American"" bias.","6300 block of W. 3rd St., Los Angeles",Fairfax,,Strong arm,209.0,HC-209.png,2019-08-24,190715636.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,34.0712,6300 W 3RD ST,0101000020E6100000E5D022DBF9965DC0D3BCE3141D094140,-118.359,0400 0903 2056 1516,fairfax,58.0,203.0,OTHER BUSINESS,734.0,IC ,Invest Cont,1.0,214501.0,0.0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90036.0
Battery -- simple assault,12:01 a.m. August 24,"The suspect hit the 31-year-old black male victim, who was targeted because of his gender. The crime was also classified as a hate crime with an ""Anti-Black or African American"" bias.","6300 block of W. 3rd St., Los Angeles",Fairfax,,Strong arm,209.0,HC-209.png,2019-08-24,190715633.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,34.0712,6300 W 3RD ST,0101000020E6100000E5D022DBF9965DC0D3BCE3141D094140,-118.359,0903 0400 2056 1514,fairfax,58.0,203.0,OTHER BUSINESS,734.0,IC ,Invest Cont,1.0,214501.0,31.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90036.0
